metric,p10,p25,p50,p75,p90,p95,p99,p99_9,p99_99,p100
market_betsize_anomaly_score,0,0.000005247252992256601,0.2634881679860553,1.72611359563081,5.130640472038729,10.133375452482912,35.90375018188804,166.42255184752767,680.0139561024249,33425.07091043226
market_spread_anomaly_score,0,0,0,0,0.0012983093958379753,0.383838261797936,2.612527262896987,12.18498208364833,42.51862276351065,1999.0000000000002
user_betsize_anomaly_score,0,0,0.014032190602138117,0.4531147511863018,1.7168449218741189,3.216252349571695,11.680949529901538,65.9226864402336,382.024791026236,11589.171488178026
user_spread_anomaly_score,0,0,0,0,6.120849710800627e-8,0.15901718982819668,2.176611772387138,9.908675473007136,32.654700219384786,249999
