trader,total_volume,total_score,top_percentile,trade_count,wallet_rank,label
0x39aaed185b92e99a78249610cc14a589b764583c,817564.83874,10664.716980728092,16.263798496563606,5153,29359,
0xb2a3623364c33561d8312e1edb79eb941c798510,812104.827293,1726.4436243276464,103,28,524,
0x7e97bd09c2ccc632fb728d91b7c37d8ec5f34d54,810891.95902,498.10680541635594,125,7,142,
0x75253f58071564ba95f36258fcfb1e918552cde1,807246.1925509998,2141.0339823861877,103.88118229355428,169,474,
0x926df8dd0519e7408636170f3a02989c4e75635e,803476.5150540001,2404.2443903534327,64.84814528232863,354,2586,
0xa8af4c7923857533b687df9bf02115156e3a325e,796985.5521920001,2495.804793280753,31.28842720271049,804,12912,
0xdc03d611e5bcc9f1c87edb95edeb91671471804c,794617.6081799999,3129.34304482907,102.58384567949852,205,557,
0xbb39ba863319281427a482c8714ffdf69cb7ee8a,793622.2814780001,2893.8526767256667,55.694436335801726,665,3475,
0xbb8e6477bcb4d0a79449507c607d36fd228fb243,791088.5385,2069.9275133517694,105.5209310645947,160,397,
0x8b4bca1d794779e66e023d44391b2a86c5ab541b,789178.6745900001,2438.4027825997728,118.67236172241186,91,176,
0x7d5d15335ec60449995971a563fd94e060f091d8,786137.7335999999,3177.9850797636327,59.19503092945639,368,3056,
0xcd91a549956854fdc38efad7e80ff5da8f5432b8,770625.7819000002,5138.864416110969,4.996265209597374,6351,36729,
0xe1055b4b4c1342281bf5cba7d18074f8126f9cb3,754912.491794,1810.3799507224892,101.9603903641077,107,610,
0xe617861a96631d7cefdb1ad43e95c33b5946f251,753595.3138629998,6958.8443094248605,102.3155756404281,525,576,
0xc25427ea224b8f9fa2df801233f944006ed33f73,753148.7387400001,2978.671248454665,77.72091035338578,472,1633,
0xe5c215ac428d4143f9ebc817c9ac6e717a2e2ab0,748492.835916,2230.8060060708485,100.72740136354449,106,764,
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,748217.3425419999,1766.7970832159635,28.018063802109847,699,17522,
0x1cc16713196d456f86fa9c7387dd326a7f73b8df,741700.9879000001,1827.751549621584,101.24748214893116,96,688,
0x4e25605fd905e9972efc0f4d8814530c655cd7a7,739701.0373900002,4976.655752706741,66.77987868801193,646,2447,
0x22e4248bdb066f65c9f11cd66cdd3719a28eef1c,739418.344455,3832.892135411614,76.54882842215365,544,1730,
0x3e5b23e9f71b2a2edcd5629d3f948f12f591073b,734093.546356,2718.3674404005646,75.16598917792682,453,1935,
0x2048ba14ec0cad6e8d308c25f6efdfde23b0f572,732737.3295839999,1106.631081262778,24.319079613591484,548,27705,
0x9aeb534c42b58b21673d5e03e9da14fbd15b2729,729654.795272,4948.238788001106,48.27933584955602,1400,6089,
0x1a29b75d4bfb5d62b343e4abdd10b60c0ce19b2e,725382.6180299999,2593.8845964491447,101.37184950956936,175,678,
0x94885a3566cd74f28e0346f22a4bf002046ad531,723753.005295,1915.292600689807,74.2068700079088,153,2042,
0xdbedc5ab35d896d3226c6ea5e1708dfc631f10f7,721503.353394,2005.8246408030943,103.39768140589877,173,500,
0x889e7f0464c72eb8cda1525ebc12b6aaba9d09e0,721042.8505,468.3138803533068,131.57127697248455,9,49,
0xe52c0a1327a12edc7bd54ea6f37ce00a4ca96924,705618.6708000001,2700.3898602622044,101.74599589506013,66,632,
0x33e073440d9ac43e2e190e910f0b02b2fbd17d46,703373.32767,1675.6430311783975,107.47916627262849,166,330,
0x969fae0a3a93778adc42178f72c612ed8c4e4d55,703146.2308179998,9073.842351811123,51.802325340049876,2444,4419,
0xb03b826a4fc9893b35d3ddf4f11be824525b6ca1,702288.6062399999,3699.688718413943,72.05149284620394,507,2140,
0xbebe49168cc3fe33fd9060c6fc83355c3359a8b5,700703.1709600001,603.88339904958,100,10,862,
0x92a6294cd55b9c6ccd57efaffc365ad943118b84,700499.62386,4041.6171532392264,100.84938737040527,515,747,
